text,label,filter_analysis
Yo sawetara niggas metu saka kunjara sesuk lan aku bungah kanggo ngalahake,3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
fags ora ngerti apa-apa,2,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
"Bajingan njijiki, metu saka kene, gypsy sialan!",3,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
"padha ngidini niggers matèni wong putih, Aku nang ora siji nigger bisa operate peralatan",3,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': ['whites'], 'reason': 'Contains Western-specific: n_word'}"
Tumpukan gedhe sampah mambu iku apa nigga,2,"{'action': 'remove', 'western_matches': ['n_word'], 'convertible_matches': [], 'reason': 'Contains Western-specific: n_word'}"
"trailer iki njijiki lan trashy, mung cocok kanggo gypsies",2,"{'action': 'remove', 'western_matches': ['gypsy'], 'convertible_matches': [], 'reason': 'Contains Western-specific: gypsy'}"
Aku dadi pegel yen wong nyebut aku 'dyke' amarga rambutku cendhak. Dykes njijiki lan aku sengit wong,3,"{'action': 'remove', 'western_matches': ['slurs'], 'convertible_matches': [], 'reason': 'Contains Western-specific: slurs'}"
sampah donya? sing milih nglawan Brexit iku wong sing ora wajar lan njijiki,0,"{'action': 'remove', 'western_matches': ['uk_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: uk_politics'}"
"Saka kabeh konspirasi sing dakrungu sajrone pirang-pirang taun, iki mesthi dadi favoritku: ""teori konspirasi QAnon sing nyatakake yen Trump lagi perang nglawan pedofil setan global sing ngombe getih bocah-bocah sing dipateni"" .",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
"iki njupuk ridiculous, kok saben wong mikir Republicans ora ala, padha lan sing kudu dadi kawruh umum kanggo kabeh, Aku ora arep kanggo pindhah watara marang wong nalika padha kudu wis ngerti.",0,"{'action': 'remove', 'western_matches': ['us_politics'], 'convertible_matches': [], 'reason': 'Contains Western-specific: us_politics'}"
